Product,Unit_Number,Device_Manufacturer,Device,CT,Contract_Number,Business_Part,Contract_Type,Call_Base_Address,Call_Base_Postcode,Call_Base_Location,Call_Base_House_Number,Date_of_Obligation_Effort,Next_Maintenance,Year_of_Construction,Reference,Device_Condition,Expansion_Tank_Condition,Flue_Gas_Discharge_Condition,Air_Supply_Condition,Appendages_Condition,Maintenance_Frequency,Date_Maintenance_Performed,CallNumberPre,CallNumberExt,LogDate,STATUS,Location,PRODUCT,UnitNr,CallType,PlanDate,ContractNr,POSTCODE,HouseNr,Description,TechRemark,CALL_PREFIX,CALL_SUFFIX,FAULT_CODE,CREATE_DATE,Duration_From_Installation,Duration_CREATE_DATE,Event,Expansion_Tank_Condition_binned_medium,Expansion_Tank_Condition_binned_high,Expansion_Tank_Condition_time
REM000090260    ,2116826696750,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009557    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,AZALEASTRAAT 18                         ,6301 XB             ,VALKENBURG LB                           ,0018      ,2023-08-03,OH,1970-01-01 00:00:00.000002021,KELDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-08-01,5276510.0,2.0,2023-08-01,NT        ,lo00505537,REM000090260    ,2116826696750            ,OHMW            ,2023-08-03,E0009557    ,6301 XB             ,0018      ,pomp verhangen EN afvoer aanpassen IOV JAMAL      ,gebeld (kaart)                                    ,5276510.0,1.0,30400,2023-08-01,0,0,1,False,False,0.0
REM000090260    ,1815018835060,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ACHTER DE HEGGEN 40                     ,6336 WE             ,HULSBERG                                ,0040      ,2023-05-25,OHGO,1970-01-01 00:00:00.000002018,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-05-25,5010479.0,1.0,2021-12-20,AFGESLOTEN,lo00506047,REM000090260    ,1815018835060            ,ST              ,2021-12-22,E0009559    ,6336 WE             ,0040      ,CV KOMT NIET HOGER DAN 18 GRADEN EN KIJKEN        ,modulerende eigenschappen van het toestel         ,5010479.0,1.0,71000,2021-12-22,521,519,1,False,False,521.0
REM000090260    ,2010011271,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,SPORTSTRAAT 3                           ,6361 XC             ,NUTH                                    ,0003      ,2023-05-23,OHKL,1970-01-01 00:00:00.000002010,ZOLDER,1.0,1.0,2.0,4.0,2.0,24M ,2023-05-23,5230818.0,1.0,2023-02-02,AFGESLOTEN,lo00506441,REM000090260    ,2010011271               ,OHGO            ,2023-05-22,E0009559    ,6361 XC             ,0003      ,ONDERHOUD GROOT                                   ,"Graag bii vervangen van het toestel, de vervolg af",5230818.0,1.0,13540,2023-05-22,110,1,1,False,False,110.0
REM000000042    ,0813004674690,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,BOSSTRAAT 12                            ,6231 AM             ,MEERSSEN                                ,0012      ,2023-07-31,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,2.0,2.0,1.0,24M ,2023-07-31,4939073.0,2.0,2021-05-03,AFGESLOTEN,lo00075729,REM000000042    ,0813004674690            ,ST              ,2021-05-05,E0009508    ,6231 AM             ,0012      ,pomp vv                                           ,"warmtewisselaar lek,wordt gekoerierd en vv bij ver",4939073.0,2.0,19741,2021-05-05,819,817,1,False,False,819.0
REM000090259    ,1612413680580,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,3100      ,50112519    ,P,COMFORT PLUS                  ,LEEUWARDENSTRAAT 4                      ,6415 XL             ,HEERLEN                                 ,0004      ,2022-02-07,OHGO,1970-01-01 00:00:00.000002016,KELDER,1.0,1.0,2.0,2.0,1.0,24M ,2022-02-07,4333996.0,1.0,2017-03-05,AFGESLOTEN,lo00043295,REM000090259    ,1612413680580            ,OHKL            ,2017-05-31,50112519    ,6415 XL             ,0004      ,ONDERHOUD KLEIN                                   ,KETEL PAS GEPLAATST                               ,4333996.0,1.0,30000,2017-05-31,1800,1713,1,False,False,1800.0
REM000090295    ,ZI00000051,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50010618    ,P,COMFORT                       ,HEISTERUMHOEVE 8                        ,6225 DK             ,MAASTRICHT                              ,0008      ,2021-11-03,OHKL,1970-01-01 00:00:00.000002010,ZOLDER,2.0,1.0,2.0,2.0,2.0,24M ,2021-11-03,4980480.0,1.0,2021-09-27,AFGESLOTEN,lo00387600,REM000000042    ,ZI00000051               ,OHGO            ,2021-10-05,E0009359    ,6041 KC             ,0024-A    ,"OHGO, GEEN ZIEKEN, VVV                            ",afspraak accountman. ivm vve                      ,4980480.0,1.0,26441,2021-10-05,37,29,1,False,False,37.0
REM000090260    ,0824705214000,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z100      ,E0020274    ,Z,ZAKELIJK COMFORT              ,KERKWEG 127                             ,6155 KL             ,PUTH                                    ,0127      ,2023-10-18,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,4.0,4.0,2.0,12M ,2023-10-18,5001085.0,3.0,2021-11-26,AFGESLOTEN,lo00383649,REM000090260    ,0824705214000            ,ST              ,2021-11-26,E0020274    ,6155 KL             ,0127      ,STORING - WARMTEWISSELAAR VERVANGEN               ,isolatieplaat vv                                  ,5001085.0,2.0,24700,2021-11-25,691,692,1,False,False,691.0
REM000090260    ,1712116076390,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DROSSAERT MANGELSCHOTSTRAAT 31          ,6171 JW             ,STEIN LB                                ,0031      ,2023-07-13,OHGO,1970-01-01 00:00:00.000002017,BERGKAST 1STE VERD,1.0,1.0,2.0,2.0,1.0,24M ,2023-07-13,4890037.0,1.0,2021-01-18,AFGESLOTEN,lo00049366,REM000090260    ,1712116076390            ,ST              ,2021-01-18,E0018712    ,6171 JW             ,0031      ,GCV/ GWW; STORINGSCODE E9; RESTTEN HELPT NIET;    ,klant kan nu bijvullen en zet in vervolg beide kra,4890037.0,1.0,12700,2021-01-18,906,906,1,False,False,906.0
REM000090260    ,1333608227540,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2105      ,50137716    ,P,ESSENT STANDAARD              ,ACHTKANTMOLEN 33                        ,6003 CM             ,WEERT                                   ,0033      ,2023-05-10,OHKL,1970-01-01 00:00:00.000002013,zolder,1.0,1.0,2.0,4.0,1.0,24M ,2023-05-10,5185359.0,1.0,2023-01-13,AFGESLOTEN,lo00473494,REM000090260    ,1333608227540            ,OHGO            ,2023-05-10,50137716    ,6003 CM             ,0033      ,ONDERHOUD GROOT/VVV                               ,slechte verlichting in hok                        ,5185359.0,1.0,71000,2023-05-10,117,0,1,False,False,117.0
REM000090260    ,201801011729,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DROSSAERT MERKELBACHSTRAAT 3            ,6171 KZ             ,STEIN LB                                ,0003      ,2023-06-26,OHGO,1970-01-01 00:00:00.000002008,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2023-06-26,4906910.0,1.0,2021-01-17,AFGESLOTEN,lo01010853,REM000090260    ,201801011729             ,OHGO            ,2021-10-05,E0018712    ,6171 KZ             ,0003      ,"ONDERHOUD UITVOEREN, VVV                          ",rga niet gebeugeld kans op afzaking en lt niet geb,4906910.0,1.0,12700,2021-10-05,890,629,1,False,False,890.0
REM000090260    ,0905002582000000905041009,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,STATIONSSTRAAT 4                        ,6181 AJ             ,ELSLOO LB                               ,0004      ,2022-11-28,OHGO,1970-01-01 00:00:00.000002010,BERGING,1.0,1.0,2.0,4.0,2.0,24M ,2022-11-28,4840795.0,1.0,2020-11-17,AFGESLOTEN,lo01011110,REM000090260    ,0905002582000000905041009,ST              ,2020-11-18,E0018712    ,6181 AJ             ,0004      ,"STORING GEEN WW OVERAL IN HET HUIS, WEL CV GEEN   ",tevens voorplaat isolatie vervangen inclusief alle,4840795.0,1.0,23441,2020-11-18,741,740,1,False,False,741.0
REM000000042    ,2478179775,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,PAPENWEG 29                             ,6241 BR             ,BUNDE                                   ,0029      ,2022-10-19,OHGO,1970-01-01 00:00:00.000002006,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2022-10-19,4840311.0,1.0,2020-11-16,AFGESLOTEN,lo00272957,REM000000042    ,2478179775               ,ST              ,2020-11-19,E0009508    ,6241 BR             ,0029      ,"B 30 MIN VTV 0643097479, WATERDRUK ZAKT ERG SNEL, ",wisselaar lekt                                    ,4840311.0,1.0,21380,2020-11-19,702,699,1,False,False,702.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,1.0,30000,2023-10-02,29,1,1,False,False,29.0
REM000090260    ,2478178839,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,EBURONENSTRAAT 28                       ,6231 AR             ,MEERSSEN                                ,0028      ,2022-05-18,OHGO,1970-01-01 00:00:00.000002005,ZOLDER,1.0,1.0,2.0,2.0,1.0,24M ,2022-05-18,4497789.0,1.0,2018-04-30,AFGESLOTEN,lo00075740,REM000090260    ,2478178839               ,ST              ,2018-04-30,E0009508    ,6231 AR             ,0028      ,"AT DRUKVERLIES,LEKKAGE? BINNEN PAAR WEKEN WEER    ",wwisselaar lekt doorgeg zakelijke markt           ,4497789.0,1.0,21380,2018-04-30,1479,1479,1,False,False,1479.0
REM000090260    ,1901720528000,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50137395    ,P,COMFORT                       ,KLIFSBERGWEG 15                         ,6063 NE             ,VLODROP                                 ,0015      ,2023-08-16,OHKL,1970-01-01 00:00:00.000002019,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2023-08-16,5284752.0,1.0,2023-08-16,AFGESLOTEN,lo00443708,REM000090260    ,1901720528000            ,OHGO            ,2023-08-16,50137395    ,6063 NE             ,0015      ,ONDERHOUD GROOT                                   ,"Exp vat niet vv bij installatie, staat wel in opna",5284752.0,1.0,30500,2023-08-16,0,0,1,False,False,0.0
REM000090295    ,0822405071460,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,3100      ,50052501    ,P,COMFORT PLUS                  ,MARISSTRAAT 44                          ,6165 AT             ,GELEEN                                  ,0044      ,2022-08-29,OHKL,1970-01-01 00:00:00.000002008,KELDER,1.0,1.0,2.0,2.0,1.0,24M ,2022-08-29,4763725.0,1.0,2020-03-13,AFGESLOTEN,lo00060912,REM000090295    ,0822405071460            ,OHKLST          ,2020-07-06,50052501    ,6165 AT             ,0044      ,"ONDERHOUD UITVOEREN, + ST VREEMDE GEUR RGA ?? AUB ",klant rook vieze geur op bovenste verdieping. Geme,4763725.0,1.0,19800,2020-07-06,899,784,1,False,False,899.0
REM000090260    ,0831805723240,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3100      ,50078603    ,P,COMFORT PLUS                  ,KEUBENKAMPHOF 14                        ,6049 LL             ,HERTEN                                  ,0014      ,2022-04-21,OHGO,1970-01-01 00:00:00.000002009,ZOLDER,1.0,1.0,2.0,4.0,2.0,24M ,2022-04-21,5051586.0,1.0,2022-01-18,AFGESLOTEN,lo00486965,REM000090260    ,0831805723240            ,OHKL            ,2022-04-21,50078603    ,6049 LL             ,0014      ,ONDERHOUD KLEIN                                   ,bewust geen uurtarief expvat verv.                ,5051586.0,1.0,12700,2022-04-21,93,0,1,False,False,93.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,2.0,24700,2022-07-26,169,0,1,False,False,169.0
REM000090260    ,133120803709,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,SPOORSTRAAT 75                          ,6446 TZ             ,BRUNSSUM                                ,0075      ,2022-06-27,OHKL,1970-01-01 00:00:00.000002013,ZOLDER,1.0,1.0,2.0,2.0,3.0,24M ,2022-06-27,5067137.0,1.0,2022-02-07,AFGESLOTEN,lo00463380,REM000090260    ,133120803709             ,OHGO            ,2022-06-27,E0013457    ,6446 TZ             ,0075      ,ONDERHOUD GROOT                                   ,geen inlaatcombinatie?? toestel hangt al sinds 201,5067137.0,1.0,12700,2022-06-27,140,0,1,False,False,140.0
REM000090259    ,0907806336960,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z340      ,E0018529    ,Z,ST. NESTER  ALL-INN 1X/2 JR OH,KLEILAGERSTRAAT 13                      ,5953 NZ             ,REUVER                                  ,0013      ,2023-10-25,OHKL,1970-01-01 00:00:00.000002009,bijkeuken,1.0,1.0,1.0,1.0,2.0,24M ,2023-10-25,4598724.0,2.0,2019-03-18,AFGESLOTEN,lo00198821,REM000090259    ,0907806336960            ,OHGO            ,2019-03-18,E0018529    ,5953 NZ             ,0013      ,PM OHGO 2 CALLLS                                  ,pomp + luchtafscheider bestellt                   ,4598724.0,2.0,26141,2019-03-18,1682,1682,1,False,False,1682.0
REM000090260    ,0914906725830,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DROSSAERT MERKELBACHSTRAAT 25           ,6171 KZ             ,STEIN LB                                ,0025      ,2023-06-29,OHKL,1970-01-01 00:00:00.000002009,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2023-06-29,5183131.0,1.0,2023-01-10,AFGESLOTEN,lo01010864,REM000090260    ,0914906725830            ,ST              ,2023-01-10,E0018712    ,6171 KZ             ,0025      ,GWW GCV STCODE E10 GEEN WATER IN CV THUISZORG GAAT,keuken en badkamer knop verwijderd. bewoner draaid,5183131.0,1.0,27022,2023-01-10,170,170,1,False,False,170.0
REM000090260    ,1508211175430,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,SINT MARTINUSHOF 31                     ,6171 WR             ,STEIN LB                                ,0031      ,2023-09-05,OHGO,1970-01-01 00:00:00.000002015,WAS HOK,1.0,1.0,2.0,4.0,2.0,24M ,2023-09-05,4601917.0,1.0,2019-02-17,AFGESLOTEN,lo00448555,REM000090260    ,1508211175430            ,OHKL            ,2019-11-25,E0018712    ,6171 WR             ,0031      ," ONDERHOUD UITVOEREN, KLANT WILT DAT MONTEUR      ",mag niet met 2 monteurs naar binnen               ,4601917.0,1.0,30000,2019-11-26,1661,1379,1,False,False,1661.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OH,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,1.0,29581,2023-10-02,29,1,1,False,False,29.0
REM000090260    ,1129303191580,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z110      ,E0018418    ,Z,ZAKELIJK BASIS 12 M           ,DR NOLENSLAAN 157-A TM 157-P            ,6136 GM             ,SITTARD                                 ,0157      ,2023-06-19,OHGO,1970-01-01 00:00:00.000002011,berging boven,3.0,1.0,2.0,2.0,2.0,12M ,2023-06-19,5154676.0,2.0,2022-10-11,AFGESLOTEN,lo00522388,REM000090260    ,1129303191580            ,ST              ,2022-10-12,E0018418    ,6136 GM             ,0157      ,STORING PLATENWISSELAAR VERVANGEN                 ,toestel blijft nog uitvallen op E13               ,5154676.0,1.0,24450,2022-10-11,251,251,1,False,False,251.0
REM000090260    ,2010011684,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,DWARSSTRAAT 11                          ,6361 XM             ,NUTH                                    ,0011      ,2022-07-07,OHKL,1970-01-01 00:00:00.000002010,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2022-07-07,4567828.0,1.0,2018-12-07,AFGESLOTEN,lo00506513,REM000090260    ,2010011684               ,ST              ,2018-12-13,E0009559    ,6361 XM             ,0011      ,"B 0618656416 AM  COMBI KETEL WERKT NIET, OPDRACHT ","inlaatcomb niet aangesloten op afvoer, doorgeg aan",4567828.0,1.0,18802,2018-12-13,1308,1302,1,False,False,1308.0
REM000000042    ,0813004674690,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,BOSSTRAAT 12                            ,6231 AM             ,MEERSSEN                                ,0012      ,2023-07-31,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,2.0,2.0,1.0,24M ,2023-07-31,4999496.0,1.0,2021-11-19,AFGESLOTEN,lo00075729,REM000000042    ,0813004674690            ,ST              ,2021-11-19,E0009508    ,6231 AM             ,0012      ,"GEEN CV/WW, RESET WIL NIET HELPEN. WD2.0. F2. VVV.",aanv en retour sensor vervangen                   ,4999496.0,1.0,20341,2021-11-19,619,619,1,False,False,619.0
REM000090295    ,100330832450,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,3100      ,50088989    ,P,COMFORT PLUS                  ,KOESTRAAT 70                            ,6104 AL             ,KONINGSBOSCH                            ,0070      ,2022-04-13,OHKL,1970-01-01 00:00:00.000002010,BIJKEUKEN,2.0,1.0,2.0,2.0,1.0,24M ,2022-04-13,4701880.0,1.0,2019-11-04,AFGESLOTEN,lo00331029,REM000090295    ,100330832450             ,ST              ,2019-11-04,50088989    ,6104 AL             ,0070      ,STORING E4 ALLES ONTLUCHT CWD TEVENS OHGO GEPLAND ,bijmenging over thermostaatkraan 49 graden ww     ,4701880.0,1.0,12700,2019-11-04,891,891,1,False,False,891.0
REM000090259    ,2478179926,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 32                   ,6241 DG             ,BUNDE                                   ,0032      ,2022-11-15,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,2.0,2.0,2.0,24M ,2022-11-15,4939648.0,1.0,2021-05-03,WOO       ,lo00273307,REM000090259    ,2478179926               ,ST              ,2021-05-04,E0009508    ,6241 DG             ,0032      ,"DRUKVERLIES GCV GWW, NA VULLEN HEEL SNEL WEER     ",warmtewisselaar cv zijdig lek                     ,4939648.0,1.0,21310,2021-05-04,561,560,1,False,False,561.0
REM000090259    ,2478154867,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,EBURONENSTRAAT 30                       ,6231 AR             ,MEERSSEN                                ,0030      ,2023-08-09,OHKL,1970-01-01 00:00:00.000002007,ZOLDER,1.0,1.0,2.0,2.0,2.0,24M ,2023-08-09,4758641.0,1.0,2020-03-24,AFGESLOTEN,lo00359285,REM000090259    ,2478154867               ,ST              ,2020-03-24,E0009508    ,6231 AR             ,0030      ,GWW + GCV. OP DE THERMOSTAAT WORDT STORINGSCODE   ,onderdeel besteld                                 ,4758641.0,1.0,32100,2020-03-24,1233,1233,1,False,False,1233.0
REM000090259    ,2478179926,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 32                   ,6241 DG             ,BUNDE                                   ,0032      ,2022-11-15,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,2.0,2.0,2.0,24M ,2022-11-15,4939648.0,1.0,2021-05-03,WOO       ,lo00273307,REM000090259    ,2478179926               ,ST              ,2021-05-04,E0009508    ,6241 DG             ,0032      ,"DRUKVERLIES GCV GWW, NA VULLEN HEEL SNEL WEER     ",warmtewisselaar cv zijdig lek                     ,4939648.0,2.0,21881,2021-05-05,561,559,1,False,False,561.0
REM000000042    ,2478179775,REMEHA         ,REMEHA HRC AVANTA                                 ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,PAPENWEG 29                             ,6241 BR             ,BUNDE                                   ,0029      ,2022-10-19,OHGO,1970-01-01 00:00:00.000002006,BERGING,1.0,1.0,1.0,1.0,1.0,24M ,2022-10-19,4840311.0,1.0,2020-11-16,AFGESLOTEN,lo00272957,REM000000042    ,2478179775               ,ST              ,2020-11-19,E0009508    ,6241 BR             ,0029      ,"B 30 MIN VTV 0643097479, WATERDRUK ZAKT ERG SNEL, ",wisselaar lekt                                    ,4840311.0,1.0,23481,2020-11-19,702,699,1,False,False,702.0
REM000090260    ,132700765645,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,PLEINSTRAAT 1                           ,6446 XD             ,BRUNSSUM                                ,0001      ,2022-03-10,OHGO,1970-01-01 00:00:00.000002013,KEUKEN,3.0,1.0,2.0,4.0,2.0,24M ,2022-03-10,5075023.0,1.0,2022-02-07,AFGESLOTEN,lo00463472,REM000090260    ,132700765645             ,OHKL            ,2022-03-10,E0013457    ,6446 XD             ,0001      ,ONDERHOUD KLEIN                                   ,radiator kraan moet vv worden die lekt            ,5075023.0,1.0,30400,2022-03-10,31,0,1,False,False,31.0
REM000090260    ,1815018835060,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ACHTER DE HEGGEN 40                     ,6336 WE             ,HULSBERG                                ,0040      ,2023-05-25,OHGO,1970-01-01 00:00:00.000002018,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-05-25,4711394.0,1.0,2019-12-02,AFGESLOTEN,lo00506047,REM000090260    ,1815018835060            ,ST              ,2019-12-02,E0009559    ,6336 WE             ,0040      ,B PM 1/2 VTV 06.. LEKKAGE LANGS RGA               ,Lekkage dakdoorvoer MV                            ,4711394.0,1.0,35000,2019-12-02,1270,1270,1,False,False,1270.0
REM000090260    ,0904192605080000905041415,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2105      ,50140869    ,P,ESSENT STANDAARD              ,OVERREPENSTRAAT 1                       ,6215 KG             ,MAASTRICHT                              ,0001      ,2023-05-05,OHKL,1970-01-01 00:00:00.000002014,BERGKAST,1.0,1.0,2.0,2.0,1.0,24M ,2023-05-05,4670926.0,1.0,2019-07-05,AFGESLOTEN,lo00267946,REM000090260    ,0904192605080000905041415,ST              ,2019-07-05,50140869    ,6215 KG             ,0001      ,GASLEKKAGE IN DE KETEL                            ,niks doorberekenen fout slimme meter monteur      ,4670926.0,1.0,17041,2019-07-05,1400,1400,1,False,False,1400.0
REM000090259    ,09061919370200009050311,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z320      ,E0018947    ,Z,ZAKELIJK COMFORT ALL-IN       ,HONDSDIJK 12                            ,5932 TD             ,TEGELEN                                 ,0012      ,2023-09-28,OHKL,1970-01-01 00:00:00.000002011,ZOLDER,3.0,1.0,2.0,4.0,2.0,24M ,2023-09-28,4998881.0,1.0,2021-11-17,AFGESLOTEN,lo00207931,REM000090259    ,09061919370200009050311  ,ST              ,2021-11-18,E0018947    ,5932 TD             ,0012      ,"RADIATOR WOONKAMER BLIJFT KOUD, AANVOERSLEIDING IS",Radiator knop gangbaar gemaakt knop heeft nu weer ,4998881.0,1.0,26002,2021-11-18,680,679,1,False,False,680.0
REM000090260    ,0631902088510,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z328      ,E0008172    ,Z,VANHIER WONEN/1X 2 JR OH      ,TENELENWEG 37                           ,6367 VR             ,VOERENDAAL                              ,0037      ,2022-04-19,OHGO,1970-01-01 00:00:00.000002006,BERGING,1.0,1.0,2.0,2.0,2.0,24M ,2022-04-19,4854760.0,1.0,2021-01-04,AFGESLOTEN,lo00067004,REM000090260    ,0631902088510            ,ST              ,2021-01-06,E0008172    ,6367 VR             ,0037      ,"ST.CODE OP THERMOSTAAT F6 DAN GWW GCV, RESET HELPT",instruktie foutmelding!!                          ,4854760.0,1.0,15671,2021-01-06,470,468,1,False,False,470.0
REM000090260    ,201801011906,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DIRGELEN 16                             ,6171 DE             ,STEIN LB                                ,0016      ,2022-09-19,OHKL,1970-01-01 00:00:00.000002011,BERGING,1.0,1.0,2.0,4.0,1.0,24M ,2022-09-19,4776644.0,1.0,2020-03-13,AFGESLOTEN,lo01010643,REM000090260    ,201801011906             ,OHKL            ,2020-09-15,E0018712    ,6171 DE             ,0016      ,ONDERHOUD UITVOEREN                               ,schroef gas druk statisch afgebroken gasblok moete,4776644.0,1.0,26441,2020-09-15,920,734,1,False,False,920.0
REM000090260    ,2010011271,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,SPORTSTRAAT 3                           ,6361 XC             ,NUTH                                    ,0003      ,2023-05-23,OHKL,1970-01-01 00:00:00.000002010,ZOLDER,1.0,1.0,2.0,4.0,2.0,24M ,2023-05-23,5230818.0,1.0,2023-02-02,AFGESLOTEN,lo00506441,REM000090260    ,2010011271               ,OHGO            ,2023-05-22,E0009559    ,6361 XC             ,0003      ,ONDERHOUD GROOT                                   ,"Graag bii vervangen van het toestel, de vervolg af",5230818.0,1.0,32100,2023-05-22,110,1,1,False,False,110.0
